net,length_um
cpuregs\[26\]\[24\],25.89
_07071_,25.84
cpuregs\[0\]\[4\],25.84
cpuregs\[5\]\[5\],25.82
_05492_,25.8
_03035_,25.78
_03551_,25.76
_06109_,25.76
cpuregs\[21\]\[30\],25.76
_05664_,25.74
cpuregs\[24\]\[7\],25.74
cpuregs\[25\]\[19\],25.74
_02703_,25.72
_04395_,25.72
_05514_,25.72
cpuregs\[4\]\[18\],25.72
cpuregs\[8\]\[1\],25.72
cpuregs\[13\]\[2\],25.7
cpuregs\[23\]\[5\],25.7
cpuregs\[12\]\[7\],25.68
cpuregs\[15\]\[8\],25.68
cpuregs\[0\]\[19\],25.66
cpuregs\[16\]\[13\],25.66
_03030_,25.6
_04312_,25.58
_06742_,25.58
cpuregs\[0\]\[16\],25.52
cpuregs\[1\]\[25\],25.52
cpuregs\[26\]\[18\],25.505
count_instr\[18\],25.5
_04141_,25.48
cpuregs\[15\]\[21\],25.46
cpuregs\[23\]\[30\],25.46
_04233_,25.42
count_instr\[29\],25.415
_04083_,25.4
_05691_,25.4
cpuregs\[13\]\[22\],25.38
cpuregs\[26\]\[1\],25.365
cpuregs\[8\]\[7\],25.36
cpuregs\[12\]\[17\],25.34
cpuregs\[20\]\[6\],25.32
count_instr\[45\],25.3
_03881_,25.28
cpuregs\[1\]\[28\],25.28
cpuregs\[24\]\[4\],25.28
count_instr\[37\],25.26
cpuregs\[25\]\[17\],25.26
cpuregs\[17\]\[10\],25.24
_04398_,25.18
_06844_,25.18
cpuregs\[12\]\[26\],25.18
cpuregs\[16\]\[7\],25.18
count_instr\[63\],25.16
net52,25.16
_07237_,25.14
cpuregs\[1\]\[10\],25.14
_05961_,25.08
cpuregs\[4\]\[11\],25.06
cpuregs\[5\]\[20\],25.02
net277,25.01
_02358_,25
_06606_,25
instr_sra,25
cpuregs\[0\]\[31\],24.88
cpuregs\[28\]\[24\],24.88
cpuregs\[3\]\[14\],24.88
cpuregs\[15\]\[11\],24.86
cpuregs\[1\]\[16\],24.84
cpuregs\[1\]\[7\],24.84
cpuregs\[13\]\[23\],24.82
_04692_,24.8
cpuregs\[2\]\[16\],24.79
cpuregs\[17\]\[2\],24.78
alu_out\[22\],24.765
_06000_,24.76
cpuregs\[20\]\[7\],24.76
cpuregs\[25\]\[12\],24.76
_07243_,24.73
_06996_,24.72
cpuregs\[16\]\[23\],24.72
net559,24.72
_01114_,24.705
_06747_,24.7
net153,24.7
cpuregs\[17\]\[11\],24.68
cpuregs\[25\]\[23\],24.68
cpuregs\[6\]\[1\],24.665
_06155_,24.66
count_instr\[46\],24.66
_04023_,24.64
cpuregs\[0\]\[22\],24.64
_01100_,24.625
_05175_,24.6
cpuregs\[4\]\[4\],24.6
_02295_,24.57
cpuregs\[3\]\[25\],24.54
_03709_,24.53
_02355_,24.52
_06873_,24.52
cpuregs\[16\]\[6\],24.52
cpuregs\[0\]\[30\],24.51
cpuregs\[0\]\[15\],24.5
cpuregs\[24\]\[12\],24.48
_02673_,24.46
_04259_,24.46
cpuregs\[23\]\[2\],24.46
cpuregs\[22\]\[14\],24.445
_04248_,24.42
_05739_,24.42
cpuregs\[16\]\[15\],24.4
cpuregs\[8\]\[11\],24.4
_03357_,24.38
cpuregs\[13\]\[9\],24.38
_06381_,24.36
cpuregs\[28\]\[16\],24.36
cpuregs\[14\]\[31\],24.345
_03703_,24.34
cpuregs\[16\]\[8\],24.31
_02749_,24.3
_06417_,24.3
count_cycle\[26\],24.28
reg_next_pc\[20\],24.235
_02674_,24.2
_04340_,24.2
_05908_,24.2
cpuregs\[23\]\[3\],24.2
cpuregs\[15\]\[24\],24.16
_05876_,24.14
count_instr\[47\],24.14
cpuregs\[25\]\[21\],24.14
cpuregs\[17\]\[17\],24.1
cpuregs\[19\]\[25\],24.1
_04727_,24.08
_04744_,24.08
cpuregs\[13\]\[11\],24.08
cpuregs\[20\]\[28\],24.08
cpuregs\[5\]\[7\],24
_04236_,23.99
_04320_,23.96
cpuregs\[25\]\[13\],23.96
cpuregs\[2\]\[22\],23.945
cpuregs\[12\]\[1\],23.94
cpuregs\[29\]\[21\],23.94
cpuregs\[12\]\[29\],23.92
cpuregs\[5\]\[11\],23.92
_07054_,23.88
cpuregs\[26\]\[30\],23.86
reg_out\[15\],23.84
net43,23.84
_03471_,23.83
cpuregs\[10\]\[13\],23.83
_03897_,23.82
_06475_,23.82
_04370_,23.8
_05591_,23.8
cpuregs\[15\]\[23\],23.8
cpuregs\[1\]\[3\],23.8
_04325_,23.78
cpuregs\[29\]\[18\],23.78
net1651,23.78
_05341_,23.7
cpuregs\[1\]\[9\],23.68
cpuregs\[4\]\[7\],23.68
_07611_,23.675
_06141_,23.66
_06884_,23.66
_04154_,23.64
_04257_,23.64
cpuregs\[17\]\[5\],23.64
cpuregs\[0\]\[29\],23.62
cpuregs\[4\]\[10\],23.62
_02197_,23.6
_02455_,23.6
cpuregs\[7\]\[20\],23.6
net1650,23.6
cpuregs\[5\]\[13\],23.59
cpuregs\[13\]\[0\],23.58
cpuregs\[10\]\[26\],23.57
cpuregs\[23\]\[25\],23.56
cpuregs\[4\]\[6\],23.56
cpuregs\[8\]\[14\],23.56
_02818_,23.55
cpuregs\[6\]\[6\],23.545
_04252_,23.54
cpuregs\[5\]\[2\],23.54
alu_out\[13\],23.525
_02250_,23.52
_02866_,23.52
_06966_,23.52
_06385_,23.5
cpuregs\[29\]\[9\],23.5
_05581_,23.48
cpuregs\[17\]\[0\],23.48
_03959_,23.42
_04218_,23.42
cpuregs\[13\]\[16\],23.42
cpuregs\[6\]\[15\],23.4
_00169_,23.385
mem_la_addr[15],23.38
cpuregs\[28\]\[0\],23.34
cpuregs\[3\]\[21\],23.32
_06674_,23.305
_01109_,23.3
_06656_,23.3
_06869_,23.28
alu_out\[10\],23.265
alu_out\[9\],23.245
cpuregs\[4\]\[14\],23.24
cpuregs\[3\]\[13\],23.22
_02456_,23.18
count_instr\[28\],23.18
cpuregs\[24\]\[1\],23.18
_02339_,23.16
_05700_,23.16
_06944_,23.14
_03174_,23.12
cpuregs\[18\]\[20\],23.095
cpuregs\[14\]\[14\],23.085
_02608_,23.08
_06608_,23.08
_06890_,23.08
_02166_,23.06
_02827_,23.06
_01790_,23.04
_03803_,23.04
_06918_,23.04
cpuregs\[22\]\[8\],23.025
cpuregs\[21\]\[24\],23.02
cpuregs\[13\]\[5\],23
cpuregs\[26\]\[15\],22.995
_04184_,22.98
count_instr\[24\],22.98
_03991_,22.96
_06281_,22.96
_06950_,22.96
_05646_,22.95
_03962_,22.94
cpuregs\[6\]\[31\],22.925
_06839_,22.92
cpuregs\[0\]\[14\],22.92
cpuregs\[8\]\[0\],22.92
count_instr\[48\],22.915
_03440_,22.9
cpuregs\[20\]\[18\],22.9
clknet_leaf_17_clk,22.88
cpuregs\[23\]\[9\],22.87
cpuregs\[4\]\[23\],22.84
cpuregs\[4\]\[25\],22.82
cpuregs\[24\]\[13\],22.8
_06995_,22.78
cpuregs\[14\]\[25\],22.765
_05863_,22.76
cpuregs\[13\]\[25\],22.76
cpuregs\[15\]\[14\],22.74
cpuregs\[3\]\[23\],22.74
_03355_,22.72
net46,22.72
cpuregs\[5\]\[31\],22.7
net546,22.685
_02241_,22.68
_04678_,22.68
_05634_,22.68
cpuregs\[16\]\[11\],22.68
_05614_,22.665
cpuregs\[6\]\[21\],22.665
_04535_,22.66
cpuregs\[4\]\[31\],22.66
_02475_,22.62
count_cycle\[3\],22.62
cpuregs\[5\]\[10\],22.62
_05575_,22.6
_05640_,22.6
cpuregs\[13\]\[30\],22.6
cpuregs\[8\]\[20\],22.6
_03609_,22.595
cpuregs\[16\]\[31\],22.58
cpuregs\[28\]\[29\],22.58
cpuregs\[30\]\[12\],22.565
cpuregs\[26\]\[31\],22.55
_04452_,22.54
_05977_,22.54
_06006_,22.52
cpuregs\[8\]\[2\],22.52
_02981_,22.515
_07081_,22.5
cpuregs\[7\]\[12\],22.5
mem_wdata[26],22.49
_06163_,22.48
_06410_,22.48
alu_out\[25\],22.465
_05569_,22.46
_06576_,22.46
_02612_,22.45
_02501_,22.44
_05828_,22.44
cpuregs\[14\]\[24\],22.43
cpuregs\[2\]\[30\],22.42
count_instr\[39\],22.4
cpuregs\[21\]\[6\],22.4
cpuregs\[28\]\[13\],22.4
_05518_,22.385
cpuregs\[13\]\[20\],22.38
cpuregs\[15\]\[19\],22.38
net41,22.38
_03142_,22.34
_07309_,22.34
cpuregs\[16\]\[14\],22.34
cpuregs\[20\]\[22\],22.34
cpuregs\[9\]\[22\],22.34
cpuregs\[1\]\[13\],22.32
cpuregs\[4\]\[9\],22.32
_06761_,22.28
count_cycle\[28\],22.28
cpuregs\[26\]\[2\],22.275
cpuregs\[2\]\[19\],22.27
cpuregs\[0\]\[5\],22.26
cpuregs\[9\]\[30\],22.24
cpuregs\[6\]\[0\],22.235
net280,22.17
cpuregs\[21\]\[2\],22.16
cpuregs\[30\]\[30\],22.15
mem_la_addr[11],22.14
_04273_,22.12
_00915_,22.1
cpuregs\[15\]\[25\],22.1
_07208_,22.05
_04379_,22.04
cpuregs\[9\]\[13\],22.04
_06284_,22
cpuregs\[17\]\[30\],22
cpuregs\[4\]\[16\],21.99
_02101_,21.98
_02708_,21.98
cpuregs\[29\]\[5\],21.98
cpuregs\[4\]\[8\],21.98
cpuregs\[13\]\[8\],21.96
cpuregs\[16\]\[29\],21.96
cpuregs\[6\]\[20\],21.95
_03526_,21.94
count_instr\[50\],21.94
cpuregs\[12\]\[0\],21.94
cpuregs\[8\]\[25\],21.94
_04060_,21.92
net1190,21.92
_03237_,21.9
count_cycle\[30\],21.9
_06194_,21.88
cpuregs\[22\]\[31\],21.88
cpuregs\[14\]\[7\],21.865
count_instr\[27\],21.86
cpuregs\[12\]\[22\],21.86
_04334_,21.84
_02769_,21.82
_03314_,21.82
_03531_,21.8
cpuregs\[9\]\[29\],21.8
_03911_,21.77
_04780_,21.76
_07076_,21.76
cpuregs\[0\]\[21\],21.76
cpuregs\[16\]\[9\],21.76
cpuregs\[20\]\[1\],21.76
cpuregs\[11\]\[5\],21.74
cpuregs\[12\]\[2\],21.74
_01117_,21.72
cpuregs\[29\]\[14\],21.72
_04069_,21.7
_05942_,21.7
_04317_,21.68
cpuregs\[28\]\[31\],21.68
cpuregs\[29\]\[16\],21.68
cpuregs\[24\]\[27\],21.64
reg_out\[26\],21.64
_03808_,21.62
cpuregs\[16\]\[18\],21.62
cpuregs\[2\]\[18\],21.615
_03813_,21.58
cpuregs\[19\]\[5\],21.58
cpuregs\[25\]\[5\],21.58
cpuregs\[28\]\[14\],21.58
cpuregs\[13\]\[12\],21.56
cpuregs\[13\]\[31\],21.56
net336,21.56
cpuregs\[4\]\[22\],21.5
cpuregs\[24\]\[11\],21.48
reg_out\[24\],21.48
cpuregs\[18\]\[14\],21.475
cpuregs\[10\]\[12\],21.465
count_instr\[22\],21.46
cpuregs\[16\]\[2\],21.46
cpuregs\[14\]\[5\],21.445
cpuregs\[9\]\[10\],21.44
cpuregs\[10\]\[21\],21.425
cpuregs\[22\]\[3\],21.405
cpuregs\[2\]\[14\],21.385
_02173_,21.38
_06062_,21.38
net1194,21.38
_02381_,21.36
cpuregs\[4\]\[17\],21.36
net492,21.345
_03381_,21.335
cpuregs\[19\]\[23\],21.32
cpuregs\[26\]\[11\],21.32
_04074_,21.3
cpuregs\[4\]\[2\],21.3
_03976_,21.28
_05612_,21.28
cpuregs\[1\]\[27\],21.28
cpuregs\[9\]\[7\],21.28
cpuregs\[1\]\[17\],21.25
_02850_,21.24
_06258_,21.24
_07108_,21.24
_02115_,21.22
_05707_,21.22
cpuregs\[0\]\[7\],21.22
cpuregs\[19\]\[18\],21.22
_02682_,21.2
_04512_,21.2
cpuregs\[26\]\[25\],21.195
cpuregs\[15\]\[18\],21.18
_03968_,21.16
_04054_,21.16
cpuregs\[19\]\[20\],21.16
cpuregs\[23\]\[4\],21.16
instr_slt,21.16
_04603_,21.14
cpuregs\[11\]\[14\],21.14
cpuregs\[3\]\[9\],21.14
cpuregs\[18\]\[16\],21.13
_04609_,21.12
cpuregs\[16\]\[21\],21.12
_01096_,21.105
_05431_,21.1
cpuregs\[3\]\[15\],21.1
cpuregs\[10\]\[19\],21.075
alu_out\[5\],21.065
cpuregs\[16\]\[10\],21.06
cpuregs\[20\]\[3\],21.06
_06510_,21.04
cpuregs\[0\]\[2\],21.04
cpuregs\[22\]\[25\],21.04
cpuregs\[24\]\[0\],21.04
_02450_,21.02
cpuregs\[1\]\[19\],21.02
cpuregs\[13\]\[13\],21
mem_la_write,20.99
_02701_,20.98
cpuregs\[21\]\[19\],20.98
cpuregs\[0\]\[10\],20.975
cpuregs\[27\]\[10\],20.96
cpuregs\[20\]\[0\],20.92
_04051_,20.9
_06832_,20.9
_07273_,20.9
cpuregs\[0\]\[24\],20.9
cpuregs\[12\]\[14\],20.9
_04299_,20.88
_05714_,20.88
_02725_,20.86
_05814_,20.86
cpuregs\[12\]\[8\],20.86
cpuregs\[6\]\[11\],20.845
_03979_,20.84
cpuregs\[25\]\[7\],20.84
_02105_,20.835
cpuregs\[5\]\[17\],20.82
cpuregs\[14\]\[0\],20.81
_02868_,20.8
cpuregs\[19\]\[30\],20.8
net322,20.8
cpuregs\[6\]\[27\],20.765
_02663_,20.76
cpuregs\[13\]\[29\],20.76
cpuregs\[29\]\[24\],20.76
_06054_,20.74
cpuregs\[6\]\[30\],20.725
_07132_,20.72
_02597_,20.68
cpuregs\[18\]\[24\],20.675
_03717_,20.66
cpuregs\[13\]\[17\],20.62
_04012_,20.6
cpuregs\[14\]\[23\],20.585
_03076_,20.58
_04003_,20.58
mem_rdata_q\[10\],20.58
_02889_,20.56
_03136_,20.55
cpuregs\[9\]\[17\],20.54
_02311_,20.52
_07139_,20.52
cpuregs\[28\]\[2\],20.52
cpuregs\[22\]\[12\],20.505
count_cycle\[5\],20.48
_01782_,20.46
_07102_,20.46
cpuregs\[23\]\[31\],20.46
net51,20.46
_04706_,20.44
_07114_,20.44
count_instr\[35\],20.44
cpuregs\[14\]\[2\],20.435
_02718_,20.42
cpuregs\[24\]\[24\],20.42
_07249_,20.4
cpuregs\[12\]\[11\],20.4
cpuregs\[12\]\[20\],20.4
cpuregs\[8\]\[29\],20.38
_07067_,20.36
cpuregs\[4\]\[12\],20.36
cpuregs\[30\]\[16\],20.345
instr_add,20.32
_07152_,20.3
_07234_,20.3
cpuregs\[7\]\[8\],20.28
cpuregs\[13\]\[10\],20.26
cpuregs\[3\]\[0\],20.25
cpuregs\[6\]\[10\],20.25
_04019_,20.24
_06280_,20.24
cpuregs\[15\]\[31\],20.24
cpuregs\[30\]\[11\],20.22
_05788_,20.2
_06446_,20.2
net367,20.2
net316,20.19
cpuregs\[0\]\[1\],20.16
net390,20.16
cpuregs\[14\]\[28\],20.145
cpuregs\[2\]\[28\],20.125
cpuregs\[16\]\[5\],20.12
cpuregs\[17\]\[4\],20.12
_03958_,20.1
_07117_,20.1
_04579_,20.08
_04930_,20.02
cpuregs\[22\]\[2\],20.005
_05515_,20
_07042_,20
cpuregs\[7\]\[25\],20
cpuregs\[26\]\[14\],19.99
_07069_,19.98
cpuregs\[17\]\[6\],19.98
cpuregs\[23\]\[14\],19.98
cpuregs\[24\]\[25\],19.98
net1187,19.98
cpuregs\[2\]\[20\],19.965
cpuregs\[30\]\[14\],19.965
_04371_,19.96
_03771_,19.94
cpuregs\[27\]\[6\],19.94
cpuregs\[22\]\[6\],19.925
cpuregs\[16\]\[24\],19.92
cpuregs\[20\]\[8\],19.92
cpuregs\[26\]\[16\],19.91
_02294_,19.9
_05780_,19.9
cpuregs\[20\]\[19\],19.9
net373,19.9
cpuregs\[22\]\[26\],19.885
_06279_,19.88
_06492_,19.88
cpuregs\[12\]\[25\],19.88
cpuregs\[5\]\[30\],19.88
cpuregs\[14\]\[9\],19.865
_02879_,19.86
net1247,19.86
_06401_,19.84
_04189_,19.835
_05545_,19.8
cpuregs\[1\]\[29\],19.8
cpuregs\[26\]\[13\],19.77
cpuregs\[26\]\[21\],19.77
cpuregs\[18\]\[13\],19.765
count_instr\[5\],19.76
instr_lbu,19.76
cpuregs\[30\]\[18\],19.745
_03104_,19.74
cpuregs\[12\]\[27\],19.74
_04296_,19.72
_03117_,19.71
cpuregs\[14\]\[19\],19.69
cpuregs\[18\]\[25\],19.69
_05816_,19.68
_06289_,19.68
cpuregs\[31\]\[12\],19.66
_02687_,19.64
cpuregs\[28\]\[12\],19.64
cpuregs\[4\]\[29\],19.64
net371,19.64
net386,19.64
cpuregs\[31\]\[26\],19.62
_04863_,19.6
_05625_,19.59
_03912_,19.58
cpuregs\[30\]\[8\],19.565
_02652_,19.56
cpuregs\[4\]\[26\],19.56
cpuregs\[6\]\[25\],19.545
_06078_,19.54
net369,19.54
cpuregs\[2\]\[1\],19.535
cpuregs\[26\]\[5\],19.53
alu_out\[12\],19.525
cpuregs\[2\]\[23\],19.525
_06443_,19.52
_07279_,19.52
cpuregs\[19\]\[9\],19.52
cpuregs\[24\]\[19\],19.52
cpuregs\[7\]\[2\],19.52
reg_sh\[3\],19.52
cpuregs\[2\]\[27\],19.505
_02096_,19.5
net294,19.49
_04298_,19.48
cpuregs\[27\]\[0\],19.46
cpuregs\[7\]\[17\],19.46
cpuregs\[9\]\[19\],19.42
_07525_,19.4
cpuregs\[7\]\[3\],19.4
_03081_,19.38
_04632_,19.38
_07021_,19.38
cpuregs\[18\]\[15\],19.37
cpuregs\[23\]\[10\],19.36
_07030_,19.34
_03977_,19.32
_06440_,19.32
cpuregs\[28\]\[8\],19.32
cpuregs\[31\]\[16\],19.32
net368,19.32
_05516_,19.31
_04086_,19.3
_05744_,19.3
_05857_,19.3
_06292_,19.3
count_cycle\[24\],19.295
_06965_,19.28
cpuregs\[19\]\[10\],19.28
cpuregs\[11\]\[18\],19.26
cpuregs\[4\]\[27\],19.26
cpuregs\[30\]\[0\],19.245
_06050_,19.24
_07133_,19.24
cpuregs\[27\]\[28\],19.24
net1540,19.24
cpuregs\[22\]\[22\],19.225
_04665_,19.22
cpuregs\[2\]\[15\],19.205
cpuregs\[0\]\[26\],19.2
cpuregs\[21\]\[5\],19.2
cpuregs\[24\]\[31\],19.2
_02941_,19.195
_05496_,19.18
_06985_,19.18
_00797_,19.165
_01110_,19.16
_04538_,19.16
cpuregs\[3\]\[27\],19.16
cpuregs\[8\]\[31\],19.16
reg_out\[21\],19.16
cpuregs\[0\]\[23\],19.14
cpuregs\[3\]\[3\],19.12
_02734_,19.08
_07269_,19.08
count_cycle\[27\],19.08
cpuregs\[13\]\[21\],19.08
cpuregs\[19\]\[28\],19.08
cpuregs\[21\]\[3\],19.08
_02740_,19.04
_04247_,19.04
cpuregs\[26\]\[19\],19.03
_02523_,19.02
_06263_,19.02
_03570_,19.01
_05752_,19.01
cpuregs\[13\]\[15\],19
cpuregs\[4\]\[28\],19
_04491_,18.98
net357,18.98
mem_rdata[20],18.97
net482,18.94
_04532_,18.92
cpuregs\[27\]\[17\],18.91
_06768_,18.9
cpuregs\[10\]\[15\],18.89
_06114_,18.87
_06037_,18.86
cpuregs\[12\]\[24\],18.86
cpuregs\[17\]\[19\],18.86
_07034_,18.82
cpuregs\[3\]\[6\],18.82
cpuregs\[31\]\[3\],18.78
cpuregs\[9\]\[25\],18.78
cpuregs\[14\]\[17\],18.765
cpuregs\[27\]\[13\],18.76
cpuregs\[29\]\[15\],18.76
reg_sh\[0\],18.76
net377,18.76
_02709_,18.75
_03100_,18.75
cpuregs\[19\]\[22\],18.75
cpuregs\[19\]\[3\],18.75
cpuregs\[11\]\[3\],18.74
cpuregs\[31\]\[29\],18.74
cpuregs\[7\]\[27\],18.74
net1612,18.74
cpuregs\[23\]\[15\],18.72
cpuregs\[29\]\[2\],18.72
_00590_,18.705
_01488_,18.705
_03937_,18.7
cpuregs\[5\]\[26\],18.7
cpuregs\[14\]\[3\],18.685
cpuregs\[22\]\[4\],18.685
count_instr\[40\],18.68
mem_wdata[21],18.68
_02783_,18.66
_03957_,18.66
_01805_,18.64
_05773_,18.62
_07197_,18.62
cpuregs\[27\]\[2\],18.6
cpuregs\[19\]\[26\],18.58
cpuregs\[24\]\[2\],18.58
cpuregs\[29\]\[22\],18.58
_04893_,18.56
cpuregs\[12\]\[28\],18.56
mem_rdata[19],18.56
cpuregs\[4\]\[20\],18.555
_05994_,18.54
_06149_,18.54
cpuregs\[12\]\[18\],18.54
cpuregs\[24\]\[8\],18.54
cpuregs\[18\]\[29\],18.525
cpuregs\[20\]\[20\],18.52
_05951_,18.5
cpuregs\[27\]\[9\],18.5
_03071_,18.48
cpuregs\[14\]\[30\],18.47
_02279_,18.46
cpuregs\[11\]\[7\],18.46
cpuregs\[13\]\[26\],18.46
cpuregs\[8\]\[12\],18.44
cpuregs\[12\]\[9\],18.41
_02402_,18.4
_04660_,18.4
_07219_,18.4
cpuregs\[15\]\[13\],18.4
cpuregs\[24\]\[20\],18.4
net50,18.4
net364,18.4
_02369_,18.38
net1484,18.38
_04293_,18.36
cpuregs\[1\]\[4\],18.36
cpuregs\[20\]\[17\],18.36
cpuregs\[20\]\[5\],18.36
cpuregs\[23\]\[1\],18.36
mem_wdata[5],18.36
_06312_,18.35
_02966_,18.34
net518,18.34
_05875_,18.3
cpuregs\[18\]\[26\],18.295
_05711_,18.29
_05695_,18.28
count_cycle\[6\],18.28
cpuregs\[25\]\[8\],18.28
cpuregs\[13\]\[3\],18.26
cpuregs\[18\]\[4\],18.225
cpuregs\[10\]\[23\],18.205
_04466_,18.2
count_instr\[11\],18.2
cpuregs\[31\]\[13\],18.2
mem_rdata_q\[1\],18.2
cpuregs\[18\]\[23\],18.195
mem_la_wdata[20],18.19
cpuregs\[5\]\[19\],18.18
net415,18.18
cpuregs\[14\]\[15\],18.165
_06544_,18.16
_07268_,18.16
cpuregs\[8\]\[22\],18.16
_03401_,18.15
_04209_,18.14
cpuregs\[7\]\[28\],18.14
_03409_,18.12
count_instr\[59\],18.12
cpuregs\[20\]\[11\],18.12
cpuregs\[26\]\[12\],18.11
cpuregs\[6\]\[19\],18.085
_03087_,18.08
_06040_,18.08
_02962_,18.06
cpuregs\[0\]\[17\],18.06
cpuregs\[22\]\[19\],18.06
count_instr\[20\],18.045
cpuregs\[24\]\[22\],18.04
cpuregs\[30\]\[15\],18.02
net441,18.02
cpuregs\[23\]\[18\],18.01
_02859_,18
_05756_,18
cpuregs\[11\]\[1\],18
cpuregs\[6\]\[29\],17.985
_05782_,17.98
cpuregs\[2\]\[17\],17.97
_06894_,17.96
cpuregs\[10\]\[22\],17.945
cpuregs\[6\]\[28\],17.945
_03951_,17.94
_04159_,17.94
_04792_,17.94
cpuregs\[29\]\[8\],17.94
_05914_,17.92
_02195_,17.9
_02461_,17.9
_03058_,17.86
_04530_,17.86
_05831_,17.86
_06391_,17.86
cpuregs\[15\]\[6\],17.86
cpuregs\[29\]\[29\],17.86
cpuregs\[6\]\[4\],17.86
cpuregs\[7\]\[19\],17.86
cpuregs\[2\]\[8\],17.845
_02130_,17.84
_05200_,17.84
_05589_,17.84
_06135_,17.84
_02586_,17.82
cpuregs\[30\]\[7\],17.82
_02891_,17.8
_04281_,17.8
_06748_,17.8
_07484_,17.8
cpuregs\[16\]\[27\],17.8
cpuregs\[26\]\[17\],17.79
_03182_,17.78
_03693_,17.78
cpuregs\[21\]\[29\],17.78
cpuregs\[30\]\[25\],17.78
_05765_,17.74
cpuregs\[18\]\[9\],17.73
_06680_,17.72
cpuregs\[11\]\[26\],17.72
net775,17.72
_06470_,17.7
_06538_,17.7
cpuregs\[12\]\[13\],17.7
net716,17.7
cpuregs\[11\]\[15\],17.66
net1199,17.66
cpuregs\[2\]\[24\],17.65
cpuregs\[2\]\[21\],17.645
cpuregs\[6\]\[3\],17.645
_01927_,17.64
_04730_,17.64
_05199_,17.64
net1488,17.64
cpuregs\[14\]\[4\],17.635
_02469_,17.62
cpuregs\[21\]\[1\],17.62
_06320_,17.6
_07104_,17.6
_00803_,17.58
_02261_,17.58
_06920_,17.58
cpuregs\[2\]\[2\],17.575
_07592_,17.565
_07329_,17.56
cpuregs\[9\]\[16\],17.56
net158,17.56
_05927_,17.54
cpuregs\[10\]\[14\],17.525
cpuregs\[0\]\[20\],17.52
cpuregs\[24\]\[3\],17.52
cpuregs\[29\]\[12\],17.52
_02680_,17.5
cpuregs\[27\]\[23\],17.5
cpuregs\[3\]\[24\],17.5
cpuregs\[26\]\[0\],17.49
cpuregs\[10\]\[30\],17.485
_06112_,17.48
_06150_,17.48
cpuregs\[23\]\[11\],17.48
cpuregs\[23\]\[21\],17.48
cpuregs\[24\]\[26\],17.48
cpuregs\[18\]\[17\],17.465
mem_rdata_q\[15\],17.44
_02344_,17.43
cpuregs\[8\]\[30\],17.42
_02421_,17.4
cpuregs\[28\]\[26\],17.4
net381,17.4
_03119_,17.38
_05958_,17.38
cpuregs\[17\]\[31\],17.38
cpuregs\[22\]\[16\],17.365
_02122_,17.36
_04423_,17.36
_04581_,17.36
_05801_,17.36
cpuregs\[19\]\[21\],17.36
_04137_,17.34
cpuregs\[15\]\[15\],17.34
cpuregs\[15\]\[17\],17.34
net1511,17.34
cpuregs\[18\]\[18\],17.335
cpuregs\[22\]\[5\],17.325
cpuregs\[2\]\[13\],17.325
_02658_,17.32
net424,17.32
_04146_,17.3
count_instr\[36\],17.3
cpuregs\[15\]\[4\],17.3
cpuregs\[9\]\[1\],17.3
_05735_,17.28
_04405_,17.24
_05905_,17.24
cpuregs\[17\]\[28\],17.24
cpuregs\[29\]\[19\],17.24
_03669_,17.235
pcpi_rs1[11],17.23
_05969_,17.22
_02528_,17.21
net692,17.205
_02684_,17.2
_05767_,17.2
_05984_,17.2
cpuregs\[3\]\[5\],17.2
cpuregs\[7\]\[9\],17.18
mem_addr[14],17.18
_06455_,17.16
count_instr\[23\],17.16
cpuregs\[19\]\[29\],17.16
cpuregs\[27\]\[12\],17.16
_02598_,17.14
_07033_,17.14
cpuregs\[25\]\[29\],17.14
_04834_,17.12
_00355_,17.105
_02240_,17.1
_04663_,17.1
_05809_,17.1
cpuregs\[31\]\[9\],17.1
_06260_,17.08
cpuregs\[0\]\[18\],17.08
cpuregs\[27\]\[3\],17.08
_02113_,17.06
cpuregs\[8\]\[18\],17.06
reg_out\[11\],17.06
cpuregs\[18\]\[28\],17.055
_00576_,17.045
_05528_,17.04
count_instr\[16\],17.04
reg_sh\[4\],17.035
cpuregs\[26\]\[4\],17.025
_02516_,17.02
_02729_,17.02
_04892_,17.02
cpuregs\[16\]\[26\],17.02
cpuregs\[7\]\[15\],17.02
_04883_,17
_07015_,17
_07121_,17
cpuregs\[30\]\[21\],17
cpuregs\[3\]\[31\],17
_06847_,16.98
cpuregs\[17\]\[26\],16.98
cpuregs\[30\]\[27\],16.98
instr_beq,16.98
net1509,16.98
net1626,16.98
cpuregs\[20\]\[26\],16.96
_02315_,16.94
cpuregs\[19\]\[19\],16.94
cpuregs\[25\]\[28\],16.94
cpuregs\[30\]\[31\],16.94
net567,16.94
_05891_,16.92
_05959_,16.92
cpuregs\[3\]\[2\],16.92
_02717_,16.9
_02719_,16.9
_06356_,16.9
count_instr\[52\],16.9
cpuregs\[3\]\[7\],16.9
cpuregs\[22\]\[18\],16.885
_02515_,16.88
_04830_,16.88
_03208_,16.86
_05746_,16.86
_06172_,16.86
cpuregs\[25\]\[6\],16.86
_04376_,16.835
_04661_,16.82
cpuregs\[11\]\[19\],16.82
cpuregs\[28\]\[19\],16.82
cpuregs\[28\]\[9\],16.8
_01097_,16.785
count_instr\[49\],16.78
cpuregs\[17\]\[9\],16.78
_03590_,16.77
cpuregs\[19\]\[15\],16.74
