net,length_um
net1035,7.92
net1128,7.92
net1136,7.92
net1255,7.92
net1309,7.92
net1371,7.92
net1375,7.92
net1466,7.92
_03032_,7.9
_03716_,7.9
_04996_,7.9
_05595_,7.9
_05882_,7.9
net387,7.9
net675,7.9
net709,7.9
_00387_,7.88
_01332_,7.88
_01987_,7.88
_02930_,7.88
_06581_,7.88
alu_out_q\[18\],7.88
reg_next_pc\[1\],7.88
net679,7.88
net680,7.88
net927,7.88
net930,7.88
net1050,7.88
net1084,7.88
net1238,7.88
net1366,7.88
net1464,7.88
net1517,7.88
_01188_,7.86
_01721_,7.86
_02745_,7.86
_02833_,7.86
_03158_,7.86
_04807_,7.86
_04894_,7.86
_05813_,7.86
cpuregs\[19\]\[12\],7.86
_00857_,7.845
_04389_,7.84
_06512_,7.84
net1232,7.84
net1250,7.84
net1374,7.84
net1528,7.84
mem_la_wdata[30],7.83
net975,7.82
net1001,7.82
_01344_,7.805
_02471_,7.8
_04482_,7.8
_04577_,7.8
_04764_,7.8
_05521_,7.8
_05947_,7.8
_06014_,7.8
_06694_,7.8
_06720_,7.8
net703,7.8
net1327,7.8
net1627,7.8
mem_la_wdata[21],7.79
mem_wdata[22],7.79
pcpi_rs1[18],7.79
pcpi_rs2[28],7.79
_04300_,7.78
_04304_,7.78
_04332_,7.78
_04406_,7.78
_06316_,7.78
_06789_,7.78
count_instr\[53\],7.78
net998,7.78
net1315,7.78
_03397_,7.76
_06602_,7.76
net1314,7.76
_00629_,7.745
_00793_,7.745
_01293_,7.745
_07603_,7.745
_03066_,7.74
_04243_,7.74
_04742_,7.74
_06113_,7.74
_06423_,7.74
_07151_,7.74
_01407_,7.725
_01873_,7.72
_02896_,7.72
_04477_,7.7
_01050_,7.695
_04747_,7.685
_00091_,7.68
_00996_,7.68
_01019_,7.68
_01617_,7.68
_01757_,7.68
_02029_,7.68
_02262_,7.68
_03273_,7.68
_03679_,7.68
_04240_,7.68
_04266_,7.68
_04486_,7.68
_06341_,7.68
_06911_,7.68
_06926_,7.68
_07116_,7.68
net393,7.68
net607,7.68
net614,7.68
_01123_,7.675
_00093_,7.66
_02097_,7.66
_02100_,7.66
_02665_,7.66
_03110_,7.66
_03112_,7.66
_03116_,7.66
_03145_,7.66
_04576_,7.66
_05789_,7.66
_05955_,7.66
_00252_,7.645
_00659_,7.64
_01797_,7.64
_02802_,7.64
_03034_,7.64
_03569_,7.64
_03811_,7.64
_04049_,7.64
_04689_,7.64
_04822_,7.64
_05371_,7.64
_06848_,7.64
_07032_,7.64
_07178_,7.64
_07387_,7.64
_07531_,7.64
cpu_state\[3\],7.64
_01039_,7.625
_02229_,7.62
_03622_,7.62
net260,7.61
_00026_,7.605
_01187_,7.605
_01481_,7.605
_01490_,7.605
_01495_,7.605
_00409_,7.6
_01704_,7.6
_01798_,7.6
_05059_,7.6
_05273_,7.6
_05319_,7.6
_05458_,7.6
_05563_,7.6
_06625_,7.6
_07203_,7.6
_07485_,7.6
_03385_,7.59
_02977_,7.58
_03502_,7.58
_04191_,7.58
_06184_,7.58
_07072_,7.58
_01330_,7.565
_01738_,7.56
_01979_,7.56
_02297_,7.56
_03085_,7.56
_03396_,7.56
_03754_,7.56
_04057_,7.56
_04353_,7.56
_04940_,7.56
_05218_,7.56
_05223_,7.56
_05347_,7.56
_05884_,7.56
_07060_,7.56
_07183_,7.56
_07327_,7.56
mem_rdata_q\[3\],7.56
reg_out\[29\],7.56
net570,7.56
net701,7.56
net754,7.56
net803,7.56
net804,7.56
net852,7.56
net959,7.56
net971,7.56
net1042,7.56
net1153,7.56
net1499,7.56
net1503,7.56
net1614,7.56
_00271_,7.545
_00089_,7.54
_01551_,7.54
_02251_,7.54
_02997_,7.54
_00391_,7.535
_00643_,7.535
_00563_,7.525
_01176_,7.525
_01638_,7.52
_01793_,7.52
_02425_,7.52
_02819_,7.52
_03192_,7.52
_04040_,7.52
_04336_,7.52
_04350_,7.52
_05321_,7.52
_05400_,7.52
_05421_,7.52
_05807_,7.52
_06059_,7.52
_06500_,7.52
_07568_,7.52
net597,7.52
net633,7.52
net1049,7.52
net1324,7.52
net1458,7.52
net1533,7.52
net1604,7.52
_01144_,7.505
_01930_,7.5
_02640_,7.5
_00139_,7.485
_00175_,7.485
_00570_,7.485
_00003_,7.48
_01247_,7.48
_02932_,7.48
_04041_,7.48
_05369_,7.48
_07141_,7.48
_07557_,7.48
_01164_,7.465
_02984_,7.46
_03427_,7.46
_04220_,7.46
_04857_,7.46
_06730_,7.46
net542,7.46
net690,7.46
net718,7.46
net726,7.46
net735,7.46
net908,7.46
net919,7.46
net1011,7.46
net1068,7.46
net1111,7.46
net1119,7.46
net1426,7.46
net1468,7.46
_01340_,7.445
_01951_,7.44
_02231_,7.44
_02637_,7.44
_05345_,7.44
_06099_,7.44
_06473_,7.44
cpuregs\[22\]\[7\],7.44
net394,7.44
net915,7.44
net1300,7.44
_03127_,7.42
_04328_,7.42
_05073_,7.42
_05186_,7.42
net649,7.42
net719,7.42
net995,7.42
net1023,7.42
net1144,7.42
_04483_,7.4
_06158_,7.4
_07442_,7.4
_00017_,7.385
_00380_,7.385
_00567_,7.385
_00693_,7.385
_00929_,7.385
_01459_,7.385
_03373_,7.38
net268,7.37
_00182_,7.365
_02234_,7.36
_05844_,7.36
_06737_,7.36
_06835_,7.36
net360,7.36
net527,7.36
net700,7.36
net728,7.36
net1127,7.36
_00166_,7.345
_00595_,7.345
_03247_,7.34
_03737_,7.34
_07020_,7.34
net389,7.34
net1512,7.34
_02628_,7.32
_03365_,7.32
_04542_,7.32
_05338_,7.32
_06467_,7.32
_06930_,7.32
cpuregs\[30\]\[3\],7.32
net820,7.32
_06843_,7.3
net1154,7.3
_03789_,7.295
_06830_,7.29
_01158_,7.285
_00071_,7.28
_00396_,7.265
_04838_,7.26
_06636_,7.26
mem_rdata[17],7.25
_03060_,7.24
_03909_,7.24
_06255_,7.24
net418,7.24
_00024_,7.225
_00370_,7.225
_01136_,7.225
_01717_,7.22
_02020_,7.22
_02688_,7.22
_02836_,7.22
_03051_,7.22
_03517_,7.22
_03644_,7.22
_03741_,7.22
_03987_,7.22
_04161_,7.22
_04227_,7.22
_04355_,7.22
_04502_,7.22
_04658_,7.22
_04690_,7.22
_04937_,7.22
_05318_,7.22
_05948_,7.22
_06818_,7.22
_07223_,7.22
_07278_,7.22
net464,7.22
net505,7.22
net1416,7.22
net1535,7.22
_00021_,7.21
_03472_,7.2
_05146_,7.2
_05382_,7.2
_04260_,7.195
_00390_,7.185
_01062_,7.185
_00069_,7.18
_01635_,7.18
_01743_,7.18
_01815_,7.18
_01876_,7.18
_01902_,7.18
_01989_,7.18
_02007_,7.18
_02026_,7.18
_02183_,7.18
_02379_,7.18
_03055_,7.18
_03263_,7.18
_03908_,7.18
_04327_,7.18
_04361_,7.18
_05294_,7.18
_05397_,7.18
_05939_,7.18
_06082_,7.18
_06363_,7.18
_06567_,7.18
_06785_,7.18
_06990_,7.18
_00375_,7.165
_00448_,7.165
_01047_,7.165
cpuregs\[7\]\[31\],7.16
net1513,7.16
_00001_,7.145
_00025_,7.145
_00358_,7.145
_00422_,7.145
_00442_,7.145
_00483_,7.145
_01074_,7.145
_01550_,7.14
_01918_,7.14
_03330_,7.14
_04044_,7.14
_04097_,7.14
mem_rdata[7],7.13
_00398_,7.12
_03349_,7.12
_05616_,7.12
_07475_,7.12
net451,7.12
mem_la_addr[8],7.11
pcpi_rs1[26],7.11
_00524_,7.105
_00759_,7.105
_00943_,7.105
_01160_,7.105
_01661_,7.1
_01729_,7.1
_01847_,7.1
_01905_,7.1
_01964_,7.1
_02061_,7.1
_03159_,7.1
_03350_,7.1
_03379_,7.1
_04126_,7.1
_04214_,7.1
_04441_,7.1
_04981_,7.1
_05987_,7.1
_06079_,7.1
_06143_,7.1
_06200_,7.1
_06603_,7.1
_06891_,7.1
_07390_,7.1
_07411_,7.1
net474,7.1
net810,7.1
net853,7.1
net896,7.1
net1017,7.1
net1322,7.1
net1396,7.1
_00167_,7.085
_02025_,7.08
_02326_,7.08
_02614_,7.08
_03211_,7.08
net579,7.08
_01799_,7.06
_01829_,7.06
_01887_,7.06
_02019_,7.06
_02066_,7.06
_02375_,7.06
_03070_,7.06
_03209_,7.06
_03601_,7.06
_03975_,7.06
_04310_,7.06
_04541_,7.06
_04550_,7.06
_05008_,7.06
_05098_,7.06
_05118_,7.06
_05183_,7.06
_05926_,7.06
_05966_,7.06
_06756_,7.06
_06781_,7.06
_07101_,7.06
_07145_,7.06
_07161_,7.06
_07476_,7.06
_07509_,7.06
cpuregs\[21\]\[11\],7.06
net637,7.06
net1637,7.06
_00333_,7.045
_01832_,7.04
_01904_,7.04
_06622_,7.04
_00066_,7.025
_00712_,7.025
_00123_,7.015
_01266_,7.015
_01455_,7.015
_00317_,7.005
_00361_,7
_01336_,7
reg_out\[13\],7
reg_out\[9\],7
net514,7
net524,7
net543,7
net648,7
net665,7
net682,7
net826,7
net848,7
net880,7
net901,7
net916,7
net934,7
net940,7
net1156,7
net1216,7
net1393,7
net1425,7
net1495,7
net1559,7
net1566,7
_00752_,6.985
_02410_,6.98
_04520_,6.98
_04688_,6.98
_04872_,6.98
_05034_,6.98
_05606_,6.98
_07555_,6.98
net588,6.98
net1434,6.98
net1459,6.98
net1578,6.98
_00489_,6.965
_01025_,6.965
_01552_,6.96
_03227_,6.96
_03261_,6.96
_04381_,6.96
_04608_,6.96
_05254_,6.96
net520,6.96
net598,6.96
net1368,6.96
net1420,6.96
net1516,6.96
net1539,6.96
_04261_,6.955
alu_out\[14\],6.945
_03108_,6.94
_05618_,6.94
_05952_,6.94
_00551_,6.925
_00624_,6.925
_00747_,6.925
_00883_,6.925
_00937_,6.925
_07606_,6.925
alu_out_q\[3\],6.92
_01327_,6.905
_04875_,6.9
_06063_,6.9
_06074_,6.9
net617,6.9
net793,6.9
net872,6.9
net912,6.9
net924,6.9
net1020,6.9
net1044,6.9
net1394,6.9
net1465,6.9
net1552,6.9
net1561,6.9
_04087_,6.89
net249,6.89
net273,6.89
mem_la_addr[14],6.89
net301,6.89
_01353_,6.885
_01540_,6.885
_02917_,6.88
_04450_,6.88
net523,6.88
net554,6.88
net786,6.88
net1246,6.88
_02321_,6.86
_02342_,6.86
_02522_,6.86
_02627_,6.86
_02699_,6.86
_02972_,6.86
_03073_,6.86
_04188_,6.86
_05705_,6.86
_05755_,6.86
_05956_,6.86
_06432_,6.86
_06860_,6.86
_07443_,6.86
decoder_pseudo_trigger,6.86
_06938_,6.84
net573,6.84
net1575,6.84
_00173_,6.825
_00775_,6.825
_00822_,6.825
_00938_,6.825
_01093_,6.825
_01347_,6.825
_01410_,6.825
_02561_,6.82
_03088_,6.82
_00305_,6.815
_06881_,6.8
_00047_,6.78
_02838_,6.78
_03382_,6.78
_03848_,6.78
_04156_,6.78
_04596_,6.78
_04818_,6.78
_05796_,6.78
_06757_,6.78
_06978_,6.78
_01910_,6.77
mem_rdata[3],6.77
_01126_,6.765
_01545_,6.76
_01707_,6.76
_01843_,6.76
_01960_,6.76
_02030_,6.76
_02377_,6.76
_02384_,6.76
_02451_,6.76
_02965_,6.76
_03319_,6.76
_04363_,6.76
_04385_,6.76
_04414_,6.76
_04616_,6.76
_04793_,6.76
_05017_,6.76
_05096_,6.76
_05111_,6.76
_05167_,6.76
_05169_,6.76
_05393_,6.76
_05461_,6.76
_05635_,6.76
_06675_,6.76
_06763_,6.76
_06851_,6.76
_06941_,6.76
_07216_,6.76
net437,6.76
net568,6.76
net1198,6.76
_01968_,6.74
_02483_,6.74
_03128_,6.74
_04225_,6.74
_04543_,6.74
_05769_,6.74
_06069_,6.74
_07079_,6.74
_00488_,6.725
_00591_,6.725
_05775_,6.725
_00033_,6.72
_01584_,6.72
_01606_,6.72
_01851_,6.72
_01867_,6.72
_01874_,6.72
_01970_,6.72
_02406_,6.72
_02839_,6.72
_03491_,6.72
_04222_,6.72
_04950_,6.72
_04962_,6.72
_05039_,6.72
_05107_,6.72
_05222_,6.72
_05372_,6.72
_06474_,6.72
_06486_,6.72
_06487_,6.72
_06888_,6.72
_07274_,6.72
_07308_,6.72
_07449_,6.72
_07483_,6.72
_07530_,6.72
cpuregs\[28\]\[11\],6.72
net1166,6.72
_00207_,6.705
_00219_,6.705
_00266_,6.705
_00382_,6.705
_00579_,6.705
_01452_,6.705
_03325_,6.7
_00523_,6.685
_00545_,6.685
_00657_,6.685
_00873_,6.685
_00884_,6.685
_00949_,6.685
_01092_,6.685
_01234_,6.685
_07587_,6.685
_00194_,6.675
_00554_,6.675
_02426_,6.665
_01555_,6.66
_01702_,6.66
_01853_,6.66
_04551_,6.66
_06164_,6.66
_07215_,6.66
_07438_,6.66
net453,6.66
net348,6.65
_00462_,6.645
_00560_,6.645
_00556_,6.64
_01671_,6.64
_01974_,6.64
_02821_,6.64
_03275_,6.64
_03407_,6.64
_03853_,6.64
_04039_,6.64
_04278_,6.64
_04448_,6.64
_04528_,6.64
_04539_,6.64
_04544_,6.64
_04908_,6.64
_04979_,6.64
_05015_,6.64
_05069_,6.64
_05123_,6.64
_05315_,6.64
_05469_,6.64
_05805_,6.64
_06204_,6.64
_06353_,6.64
_06519_,6.64
_06530_,6.64
_06537_,6.64
_07100_,6.64
_07344_,6.64
_07451_,6.64
net582,6.64
net654,6.64
net794,6.64
net900,6.64
net1007,6.64
net1115,6.64
net1207,6.64
net1274,6.64
net1437,6.64
_01169_,6.625
_00077_,6.62
_00574_,6.62
_01287_,6.62
_02886_,6.62
_06285_,6.62
_01567_,6.6
_01877_,6.6
_01925_,6.6
_02010_,6.6
_02203_,6.6
_02412_,6.6
_03403_,6.6
_04015_,6.6
_04790_,6.6
_04924_,6.6
_05058_,6.6
_05119_,6.6
_05131_,6.6
_05189_,6.6
_05221_,6.6
_05399_,6.6
_05525_,6.6
_05913_,6.6
_06103_,6.6
_06116_,6.6
_06257_,6.6
_06359_,6.6
_07058_,6.6
_07371_,6.6
_07381_,6.6
_07559_,6.6
_00553_,6.595
_00124_,6.565
_00364_,6.565
_00402_,6.565
_01508_,6.565
alu_out\[30\],6.565
_00455_,6.56
_01245_,6.545
_00281_,6.54
_00639_,6.54
_00763_,6.54
_00767_,6.54
_01333_,6.54
_03231_,6.54
_05615_,6.54
_06586_,6.54
net516,6.54
net676,6.54
net689,6.54
net691,6.54
net724,6.54
net780,6.54
net822,6.54
net903,6.54
net918,6.54
net1033,6.54
net1227,6.54
net1307,6.54
net1344,6.54
net1386,6.54
_00671_,6.525
_00786_,6.525
_01291_,6.525
_01000_,6.52
_02573_,6.52
_03007_,6.52
_04723_,6.52
_04835_,6.52
_05388_,6.52
_05725_,6.52
net622,6.52
net830,6.52
_01413_,6.5
_06033_,6.5
_06488_,6.5
net539,6.5
net737,6.5
net782,6.5
net1109,6.5
net1121,6.5
net1260,6.5
_00696_,6.485
_02296_,6.48
_04795_,6.48
_07163_,6.48
cpuregs\[19\]\[6\],6.48
_00726_,6.465
_00739_,6.465
_00973_,6.465
_01296_,6.465
_01304_,6.465
_01392_,6.465
_02036_,6.46
mem_addr[17],6.45
mem_la_wdata[26],6.45
mem_wdata[3],6.45
pcpi_rs2[20],6.45
_06407_,6.44
_06663_,6.44
net459,6.44
net493,6.44
net500,6.44
net670,6.44
net773,6.44
net931,6.44
net1052,6.44
net1070,6.44
net1080,6.44
net1125,6.44
net1251,6.44
net1293,6.44
net1392,6.44
net1401,6.44
net1409,6.44
net1427,6.44
net1599,6.44
net1607,6.44
mem_wstrb[3],6.43
net319,6.43
_00006_,6.425
_00328_,6.425
_00530_,6.425
_00748_,6.425
_00856_,6.425
_00302_,6.42
_02222_,6.42
_02319_,6.42
_02823_,6.42
_04509_,6.42
_05631_,6.42
_07180_,6.42
net877,6.42
net1542,6.42
_00265_,6.4
_02953_,6.4
_04013_,6.4
_04271_,6.4
_04836_,6.4
_05546_,6.4
_05871_,6.4
_06770_,6.4
alu_out_q\[6\],6.4
is_lb_lh_lw_lbu_lhu,6.4
net707,6.4
_03185_,6.38
_02371_,6.37
_00057_,6.365
_00068_,6.365
_00177_,6.365
_00226_,6.365
_00299_,6.365
_00443_,6.365
_00538_,6.365
_00575_,6.365
_00603_,6.365
_00749_,6.365
_00774_,6.365
_00916_,6.365
_00941_,6.365
_01057_,6.365
_01162_,6.365
_01256_,6.365
_01348_,6.365
_02232_,6.36
_04035_,6.36
_07314_,6.36
_07024_,6.355
_07588_,6.345
_00060_,6.335
_00711_,6.325
_01313_,6.325
_02393_,6.32
_03186_,6.32
_03354_,6.32
_03828_,6.32
_03850_,6.32
_04525_,6.32
_05867_,6.32
_05888_,6.32
_06451_,6.32
_06899_,6.32
_07289_,6.32
net402,6.32
net677,6.32
net1287,6.32
_00475_,6.305
_00031_,6.3
_00097_,6.3
_01548_,6.3
_01780_,6.3
_01823_,6.3
_01915_,6.3
_01973_,6.3
_01976_,6.3
_02027_,6.3
_02875_,6.3
_03138_,6.3
_03333_,6.3
_03423_,6.3
_03696_,6.3
_03809_,6.3
_04914_,6.3
_05028_,6.3
_05304_,6.3
_05336_,6.3
_05602_,6.3
_05733_,6.3
_06154_,6.3
_06224_,6.3
_06782_,6.3
_06836_,6.3
_06901_,6.3
_07078_,6.3
_07265_,6.3
_07290_,6.3
_07437_,6.3
net382,6.3
net606,6.3
net1082,6.3
net1268,6.3
net1471,6.3
net1649,6.3
_03086_,6.28
_03114_,6.28
_03428_,6.28
_05797_,6.28
_06058_,6.28
_00373_,6.275
_00273_,6.265
_01299_,6.265
_02655_,6.265
_00078_,6.26
_01753_,6.26
_01807_,6.26
_02493_,6.26
_03041_,6.26
_04388_,6.26
_04498_,6.26
_04869_,6.26
_05025_,6.26
_05204_,6.26
_05408_,6.26
_05491_,6.26
_05607_,6.26
_05633_,6.26
_05787_,6.26
_06264_,6.26
_06267_,6.26
_06642_,6.26
_07174_,6.26
_07300_,6.26
_07383_,6.26
_07473_,6.26
net836,6.26
net1195,6.26
net1451,6.26
net1652,6.26
_01029_,6.255
_00037_,6.245
_05593_,6.24
_07515_,6.24
_00733_,6.225
_00963_,6.225
_01088_,6.225
_01453_,6.225
net275,6.21
net282,6.21
mem_addr[27],6.21
mem_la_wdata[4],6.21
mem_la_wstrb[1],6.21
mem_wdata[13],6.21
mem_wdata[19],6.21
mem_wdata[31],6.21
pcpi_rs1[30],6.21
net334,6.21
net337,6.21
net338,6.21
net323,6.21
_02200_,6.2
_02357_,6.2
_02998_,6.2
_03430_,6.2
_04956_,6.2
_05460_,6.2
_05520_,6.2
_06091_,6.2
_06253_,6.2
_06583_,6.2
_06846_,6.2
_06876_,6.2
_07225_,6.2
net355,6.2
net501,6.2
net972,6.2
net1100,6.2
net1102,6.2
net1179,6.2
net1265,6.2
net1281,6.2
net1296,6.2
_00072_,6.185
_00879_,6.185
_01546_,6.18
_01563_,6.18
_01860_,6.18
_01889_,6.18
_01894_,6.18
_01895_,6.18
_01986_,6.18
_02015_,6.18
_02018_,6.18
_02290_,6.18
_02622_,6.18
_02704_,6.18
_02915_,6.18
_03080_,6.18
_03083_,6.18
_03424_,6.18
_03478_,6.18
_04307_,6.18
_04496_,6.18
_04760_,6.18
_04900_,6.18
_05313_,6.18
_05323_,6.18
_05704_,6.18
_07029_,6.18
_07140_,6.18
_07323_,6.18
_07553_,6.18
alu_out_q\[10\],6.18
net528,6.18
net768,6.18
net825,6.18
net840,6.18
net849,6.18
net961,6.18
net1158,6.18
net1337,6.18
net1404,6.18
_03269_,6.16
_03285_,6.16
_03343_,6.16
_04364_,6.16
_04917_,6.16
_02590_,6.145
_00995_,6.14
_01594_,6.14
_01654_,6.14
_01711_,6.14
_01833_,6.14
_02076_,6.14
_02329_,6.14
_02437_,6.14
_02440_,6.14
_03384_,6.14
_03449_,6.14
_03589_,6.14
_03843_,6.14
_03992_,6.14
_04573_,6.14
_04800_,6.14
_04850_,6.14
_05110_,6.14
_05975_,6.14
_05995_,6.14
_06202_,6.14
_06535_,6.14
_06705_,6.14
_07201_,6.14
_07354_,6.14
_07368_,6.14
_07541_,6.14
net354,6.14
net481,6.14
net517,6.14
_04897_,6.12
_04967_,6.12
_05350_,6.12
net279,6.11
_00284_,6.105
_00700_,6.105
_00850_,6.105
_01156_,6.105
mem_rdata[15],6.09
pcpi_rs1[20],6.09
_01011_,6.08
_01322_,6.08
_01838_,6.08
_01952_,6.08
_05762_,6.08
_06295_,6.08
_07599_,6.08
net506,6.08
net532,6.08
net923,6.08
net1091,6.08
net1164,6.08
net1362,6.08
net1525,6.08
_00699_,6.065
_00962_,6.065
_01282_,6.065
_01314_,6.065
_01451_,6.065
_01008_,6.06
_01788_,6.06
_02585_,6.06
_03144_,6.06
_03905_,6.06
_04004_,6.06
_04378_,6.06
_05697_,6.06
net609,6.06
net647,6.06
_00394_,6.04
_00548_,6.04
_03417_,6.04
_04058_,6.04
_05157_,6.04
_06035_,6.04
cpuregs\[5\]\[24\],6.04
net698,6.04
net904,6.04
net991,6.04
net1014,6.04
net1095,6.04
net1244,6.04
net1560,6.04
_07593_,6.025
_05584_,6.02
_06317_,6.02
cpuregs\[19\]\[7\],6.02
net772,6.02
_00159_,6.005
_00858_,6.005
_01077_,6.005
_01241_,6.005
_01394_,6.005
_00146_,6
_01230_,6
net263,5.99
_00181_,5.985
_04473_,5.98
_05850_,5.98
net404,5.98
net438,5.98
net443,5.98
net515,5.98
net565,5.98
net741,5.98
net776,5.98
net859,5.98
net882,5.98
net884,5.98
net1040,5.98
net1096,5.98
net1160,5.98
net1171,5.98
net1176,5.98
net1211,5.98
net1239,5.98
net1282,5.98
net1341,5.98
net1347,5.98
net1476,5.98
net1597,5.98
net1647,5.98
mem_rdata[22],5.97
net312,5.97
net329,5.97
_00466_,5.965
_02265_,5.96
_02744_,5.96
_03678_,5.96
_05747_,5.96
_05774_,5.96
_06964_,5.96
alu_out_q\[0\],5.96
net392,5.96
net1124,5.96
_02423_,5.94
_02575_,5.94
_03279_,5.94
_04849_,5.94
_05530_,5.94
_06327_,5.94
_06424_,5.94
_07144_,5.94
net1272,5.94
_06508_,5.92
is_slti_blt_slt,5.92
net1010,5.92
_01086_,5.905
net1217,5.9
_00196_,5.895
_00404_,5.895
_00920_,5.895
_00267_,5.885
_00406_,5.885
_00608_,5.885
_00755_,5.885
_02939_,5.86
_03028_,5.86
_03196_,5.86
_04119_,5.86
_04142_,5.86
_05576_,5.86
_05804_,5.86
_05861_,5.86
_05917_,5.86
_06831_,5.86
net476,5.86
net708,5.86
net1059,5.86
net1155,5.86
net1438,5.86
net1562,5.86
_00814_,5.845
_01472_,5.845
_01028_,5.84
_01652_,5.84
_01858_,5.84
_01881_,5.84
_01903_,5.84
_02434_,5.84
_03016_,5.84
_03253_,5.84
_03265_,5.84
_04016_,5.84
_04150_,5.84
_04952_,5.84
_04986_,5.84
_04991_,5.84
_05012_,5.84
_05160_,5.84
_05552_,5.84
_06242_,5.84
_06246_,5.84
_06599_,5.84
_07135_,5.84
_07453_,5.84
_07462_,5.84
net405,5.84
net408,5.84
_02992_,5.82
_03202_,5.82
_00154_,5.805
_01219_,5.805
_01317_,5.805
_00989_,5.8
_01602_,5.8
_01691_,5.8
_01764_,5.8
_01907_,5.8
_02013_,5.8
_02514_,5.8
_02820_,5.8
_02832_,5.8
_03006_,5.8
_03040_,5.8
_03047_,5.8
_03189_,5.8
_04010_,5.8
_04068_,5.8
_04313_,5.8
_04356_,5.8
_04633_,5.8
_04707_,5.8
_04966_,5.8
_05066_,5.8
_05121_,5.8
_05410_,5.8
_05463_,5.8
_05478_,5.8
_05916_,5.8
_06240_,5.8
_06247_,5.8
_06569_,5.8
_06637_,5.8
_06704_,5.8
_06921_,5.8
_06953_,5.8
_07324_,5.8
_07400_,5.8
_07482_,5.8
decoded_imm_j\[20\],5.8
_01121_,5.795
mem_la_wdata[6],5.77
mem_wdata[28],5.77
_00291_,5.765
_00293_,5.765
_00585_,5.765
_00606_,5.765
_00683_,5.765
_00757_,5.765
_00950_,5.765
_00971_,5.765
_01385_,5.765
_01428_,5.765
_04935_,5.76
_05864_,5.755
mem_addr[11],5.75
mem_la_addr[16],5.75
mem_wdata[6],5.75
_00238_,5.74
_01009_,5.74
_01591_,5.74
_01740_,5.74
_01763_,5.74
_01846_,5.74
_01949_,5.74
_01993_,5.74
_02556_,5.74
_04546_,5.74
_05000_,5.74
_05029_,5.74
_05080_,5.74
_05374_,5.74
_05413_,5.74
_05455_,5.74
_05459_,5.74
_05482_,5.74
_06019_,5.74
_06138_,5.74
_06336_,5.74
_06454_,5.74
_06549_,5.74
_06578_,5.74
_06698_,5.74
_06712_,5.74
_06740_,5.74
_07106_,5.74
_07367_,5.74
_07407_,5.74
_07468_,5.74
net1178,5.74
_00408_,5.725
_00431_,5.725
_00654_,5.725
_00295_,5.72
_01596_,5.72
_01708_,5.72
_01713_,5.72
_01750_,5.72
_01919_,5.72
_01975_,5.72
_02024_,5.72
_02281_,5.72
_02360_,5.72
_02572_,5.72
_03121_,5.72
_03216_,5.72
_03302_,5.72
_03368_,5.72
_03398_,5.72
_03479_,5.72
_03627_,5.72
_03833_,5.72
_03836_,5.72
_03924_,5.72
_04169_,5.72
_04422_,5.72
_04451_,5.72
_04590_,5.72
_04591_,5.72
_04846_,5.72
_05140_,5.72
_05149_,5.72
_05454_,5.72
_05690_,5.72
_05847_,5.72
_06182_,5.72
_06323_,5.72
_06460_,5.72
_06482_,5.72
_06596_,5.72
_06861_,5.72
_07001_,5.72
_07312_,5.72
_07576_,5.72
net398,5.72
net489,5.72
net553,5.72
net578,5.72
net662,5.72
net894,5.72
net906,5.72
net1257,5.72
net1338,5.72
net1356,5.72
net1473,5.72
_00137_,5.705
_00272_,5.7
_05498_,5.7
net956,5.7
_00111_,5.685
_01604_,5.68
_01623_,5.68
_01817_,5.68
_01855_,5.68
_01957_,5.68
_02190_,5.68
_02779_,5.68
_02946_,5.68
_03278_,5.68
_03584_,5.68
_03675_,5.68
_04750_,5.68
_04804_,5.68
_05002_,5.68
_05040_,5.68
_05205_,5.68
_05231_,5.68
_05391_,5.68
_05464_,5.68
_05470_,5.68
_06229_,5.68
_06427_,5.68
_06523_,5.68
_06533_,5.68
_06589_,5.68
_07202_,5.68
_07370_,5.68
_07373_,5.68
_07396_,5.68
_07427_,5.68
_07552_,5.68
_07554_,5.68
net1210,5.68
_00178_,5.645
_00249_,5.645
_00617_,5.645
_01298_,5.645
_01381_,5.645
_01393_,5.645
_00720_,5.64
_00209_,5.62
_00458_,5.62
_01017_,5.62
_01471_,5.62
_02789_,5.62
_03394_,5.62
_04372_,5.62
_04993_,5.62
_07053_,5.62
alu_out_q\[16\],5.62
net478,5.62
net602,5.62
net667,5.62
net798,5.62
net805,5.62
net892,5.62
net1133,5.62
net1317,5.62
net1358,5.62
net1364,5.62
net1630,5.62
_01091_,5.605
_01937_,5.6
_01944_,5.6
_02776_,5.6
_03023_,5.6
_04234_,5.6
_04899_,5.6
_04910_,5.6
_05795_,5.6
_06441_,5.6
_07421_,5.6
net1524,5.6
_00765_,5.585
_01486_,5.58
_01527_,5.58
_01857_,5.58
_04612_,5.58
net154,5.58
net743,5.58
net1313,5.58
net1354,5.58
_02491_,5.56
_04738_,5.56
net1180,5.55
_00043_,5.545
_00616_,5.545
_00741_,5.545
_01478_,5.545
net265,5.53
net255,5.53
mem_addr[9],5.53
mem_instr,5.53
mem_la_wdata[25],5.53
net305,5.53
pcpi_rs1[4],5.53
pcpi_rs2[16],5.53
pcpi_rs2[26],5.53
net333,5.53
net351,5.53
net326,5.53
_00235_,5.525
_01312_,5.525
_04192_,5.52
_04301_,5.52
_04646_,5.52
_05988_,5.52
net388,5.52
net406,5.52
net429,5.52
net494,5.52
net495,5.52
